Hotel_Id,Hotel,City,Link,Rating,Hotel_Type,Location,Cost_for_2
987,LunchBox,Saravanampatti,https://www.swiggy.com/restaurants/lunchbox-saravanamapatti-saravanampatti-coimbatore-194296,4.1,"North Indian, Punjabi","saravanamapatti, Saravanampatti",300
988,INOX,Saravanampatti,https://www.swiggy.com/restaurants/inox-saravanampatti-coimbatore-327245,--,Fast Food,"Coimbatore, Saravanampatti",400
989,Burmese Treats,Saravanampatti,https://www.swiggy.com/restaurants/burmese-treats-saravanampatti-coimbatore-85179,4.0,"Burmese, Kerala","saravanampatti, Saravanampatti",200
990,Momolings,Saravanampatti,https://www.swiggy.com/restaurants/momolings-coi-ganapathy-saravanampatti-coimbatore-214668,4.3,"Opens next at 10 am, tomorrowNorth Indian, Chinese","Coi_Ganapathy, Saravanampatti",200
991,Ragam Cake Shop,Saravanampatti,https://www.swiggy.com/restaurants/ragam-cake-shop-jn-saravanampatti-coimbatore-57948,4.3,"Opens next at 8:30 am, tomorrowDesserts, Cafe","Saravanampatti Jn., Saravanampatti",150
992,SIDE DISH FACTORY ,Saravanampatti,https://www.swiggy.com/restaurants/side-dish-factory-saravanampatti-coimbatore-350700,3.9,"Kebabs, Grill","Saravanampatti, Saravanampatti",300
993,Grillland,Saravanampatti,https://www.swiggy.com/restaurants/grillland-sankara-nagar-saravanampatti-coimbatore-364271,--,"Indian, Ice Cream","Sankara nagar, Saravanampatti",300
994,Green Banana Restaurant,Saravanampatti,https://www.swiggy.com/restaurants/green-banana-restaurant-saravanampatty-saravanampatti-coimbatore-99209,4.1,"Kerala, Biryani","Saravanampatty, Saravanampatti",150
995,Nin Hao,Saravanampatti,https://www.swiggy.com/restaurants/nin-hao-saravanampatti-coimbatore-335409,4.1,Chinese,"Saravanampatti, Saravanampatti",400
996,Chai Kings,Saravanampatti,https://www.swiggy.com/restaurants/chai-kings-saravanampatti-coimbatore-264246,4.2,"Bakery, Beverages","Saravanampatti, Saravanampatti",150
997,Nalloon Family Restaurant,Saravanampatti,https://www.swiggy.com/restaurants/nalloon-family-restaurant-saravanampatti-coimbatore-400795,--,"Opens next at 11 am, tomorrowSouth Indian, Chinese","Saravanampatti, Saravanampatti",300
998,Pure Veg Meals by Lunchbox,Saravanampatti,https://www.swiggy.com/restaurants/pure-veg-meals-by-lunchbox-saravanamapatti-saravanampatti-coimbatore-263799,3.9,"North Indian, Desserts","saravanamapatti, Saravanampatti",200
999,Mumbai Kulfi,Saravanampatti,https://www.swiggy.com/restaurants/mumbai-kulfi-near-kgisl-college-saravanampatti-coimbatore-62746,4.4,"Opens next at 12:30 pm, tomorrowIce Cream","Near KGISL College, Saravanampatti",100
1000,AFC Restaurant,Saravanampatti,https://www.swiggy.com/restaurants/afc-restaurant-saravanampatti-coimbatore-320609,--,"Tandoor, North Indian","Saravanampatti, Saravanampatti",200
1001,Wills Kitchen,Saravanampatti,https://www.swiggy.com/restaurants/wills-kitchen-saravanampatti-coimbatore-335411,3.9,Fast Food,"Saravanampatti, Saravanampatti",400
1002,ANDEYWALA,Saravanampatti,https://www.swiggy.com/restaurants/andeywala-saravanampatti-coimbatore-280326,--,"Opens next at 10 am, tomorrowIndian","Saravanampatti, Saravanampatti",250
1003,SLAY Coffee,Saravanampatti,https://www.swiggy.com/restaurants/slay-coffee-saravanamapatti-saravanampatti-coimbatore-344639,3.6,"Beverages, Desserts","saravanamapatti, Saravanampatti",200
1004,MKCS bakes & Restaurant..,Saravanampatti,https://www.swiggy.com/restaurants/mkcs-bakes-and-restaurant-saravanampatti-coimbatore-402325,3.9,"Opens next at 7 am, tomorrowBeverages, Juices","Saravanampatti, Saravanampatti",200
1005,Croose Cakery,Saravanampatti,https://www.swiggy.com/restaurants/croose-cakery-saravanampatti-coimbatore-422238,--,"Opens next at 9 am, tomorrowBakery","Saravanampatti, Saravanampatti",200
1006,Yugo,Saravanampatti,https://www.swiggy.com/restaurants/yugo-sathy-main-road-saravanampatti-coimbatore-174552,--,"Opens next at 8 am, tomorrowJuices, Beverages","Sathy Main Road, Saravanampatti",200
1007,Pandiyanadu Restaurant,Saravanampatti,https://www.swiggy.com/restaurants/pandiyanadu-restaurant-sathy-road-saravanampatti-coimbatore-79607,3.8,"South Indian, North Indian","Sathy Road, Saravanampatti",250
1008,Amul Parlour,Saravanampatti,https://www.swiggy.com/restaurants/amul-parlour-saravanampatti-coimbatore-158760,4.6,Ice Cream,"Saravanampatti, Saravanampatti",200
1009,ANDHRA HOME FOOD,Saravanampatti,https://www.swiggy.com/restaurants/andhra-home-food-saravanampatti-coimbatore-377118,4.1,"Opens next at 11 am, tomorrowSouth Indian","Saravanampatti, Saravanampatti",200
1010,Nalgondas Biriyani,Saravanampatti,https://www.swiggy.com/restaurants/nalgondas-biriyani-food-street-fiesta-saravanampatti-coimbatore-139507,3.8,"Biryani, Fast Food","Food Street Fiesta, Saravanampatti",250
1011,Renuka Mess,Saravanampatti,https://www.swiggy.com/restaurants/renuka-mess-saravanampatti-coimbatore-371493,--,"Opens next at 11:40 am, tomorrowStreet Food, Indian","Saravanampatti, Saravanampatti",100
1012,Wrap Station,Saravanampatti,https://www.swiggy.com/restaurants/wrap-station-saravanampatti-coimbatore-94988,--,"Opens next at 5 pm, tomorrowSouth Indian, Combo","Saravanampatti, Saravanampatti",200
1013,Mohabbath Restaurant,Saravanampatti,https://www.swiggy.com/restaurants/mohabbath-restaurant-saravanampatti-coimbatore-94987,4.1,"Kerala, South Indian","Saravanampatti, Saravanampatti",200
1014,Firangi Bake,Saravanampatti,https://www.swiggy.com/restaurants/firangi-bake-saravanamapatti-saravanampatti-coimbatore-194281,4.2,"Italian, Spanish","saravanamapatti, Saravanampatti",500
1015,Kitcha's Sweets,Saravanampatti,https://www.swiggy.com/restaurants/kitchas-sweets-saravanampatti-coimbatore-349000,4.0,"Opens next at 9:30 am, tomorrowDesserts, Snacks","Saravanampatti, Saravanampatti",200
1016,Kovai Kabab Restaurant,Saravanampatti,https://www.swiggy.com/restaurants/kovai-kabab-restaurant-near-kct-college-coimbatore-coimbatore-62751,4.3,"Opens next at 12 noon, tomorrowIndian, Chinese","Near KCT College, Coimbatore",200
1017,Burma King,Saravanampatti,https://www.swiggy.com/restaurants/burma-king-saravanampatti-coimbatore-191449,--,"Opens next at 12 noon, tomorrowBurmese","Saravanampatti, Saravanampatti",100
1018,Oven Story Pizza,Saravanampatti,https://www.swiggy.com/restaurants/oven-story-pizza-saravanamapatti-saravanampatti-coimbatore-194280,4.0,Pizzas,"saravanamapatti, Saravanampatti",600
1019,Zoom Chef,Saravanampatti,https://www.swiggy.com/restaurants/zoom-chef-near-city-pazha-mudir-saravanampatti-coimbatore-56195,3.6,"Fast Food, North Indian","Near City Pazha Mudir, Saravanampatti",300
1020,Original nellai lala periya lala sweets,Saravanampatti,https://www.swiggy.com/restaurants/original-nellai-lala-periya-lala-sweets-saravanampatti-coimbatore-165117,4.5,Sweets,"Saravanampatti, Saravanampatti",100
1021,Bon Bon Ice Creams,Saravanampatti,https://www.swiggy.com/restaurants/bon-bon-ice-creams-saravanampatti-coimbatore-441688,--,"Ice Cream, Beverages","Saravanampatti, Saravanampatti",200
1022,The Great Wall of China,Saravanampatti,https://www.swiggy.com/restaurants/the-great-wall-of-china-saravanampatti-coimbatore-335599,--,Restaurant ClosedChinese,"Saravanampatti, Saravanampatti",300
1023,Hifive Cafe,Saravanampatti,https://www.swiggy.com/restaurants/hifive-cafe-kalapatti-saravanampatti-coimbatore-56194,4.2,"Fast Food, Italian","Kalapatti, Saravanampatti",300
1024,Elite Delight Biryani Bay,Saravanampatti,https://www.swiggy.com/restaurants/elite-delight-biryani-bay-saravanampatti-coimbatore-146799,3.8,"Opens next at 12:30 pm, tomorrowBiryani","Saravanampatti, Saravanampatti",250
1025,BIRIYANI DHARBAR,Saravanampatti,https://www.swiggy.com/restaurants/biriyani-dharbar-saravanampatti-coimbatore-419406,3.1,"Combo, Biryani","Saravanampatti, Saravanampatti",150
1026,Faasos,Saravanampatti,https://www.swiggy.com/restaurants/faasos-saravanamapatti-saravanampatti-coimbatore-194273,4.2,"Fast Food, Combo","saravanamapatti, Saravanampatti",500
1027,The Biryani Life,Saravanampatti,https://www.swiggy.com/restaurants/the-biryani-life-saravanamapatti-saravanampatti-coimbatore-243140,3.9,"Biryani, Hyderabadi","saravanamapatti, Saravanampatti",250
1028,Behrouz Biryani,Saravanampatti,https://www.swiggy.com/restaurants/behrouz-biryani-saravanamapatti-saravanampatti-coimbatore-194276,3.9,"Biryani, Mughlai","saravanamapatti, Saravanampatti",500
1029,Arab Skew,Saravanampatti,https://www.swiggy.com/restaurants/arab-skew-saravanampatti-coimbatore-107949,4.0,"Barbecue, Arabian","Saravanampatti, Saravanampatti",250
1030,Shri Amutheesar,Saravanampatti,https://www.swiggy.com/restaurants/shri-amutheesar-saravanampatti-coimbatore-433672,--,"South Indian, North Indian","Saravanampatti, Saravanampatti",150
1031,THE BURGER CROWN,Saravanampatti,https://www.swiggy.com/restaurants/the-burger-crown-saravanampatti-coimbatore-348148,4.1,Indian,"Saravanampatti, Saravanampatti",200
1032,Hot N Krispy,Saravanampatti,https://www.swiggy.com/restaurants/hot-n-krispy-saravanampatti-coimbatore-86030,--,"Opens next at 12 noon, tomorrowFast Food","SARAVANAMPATTI, Saravanampatti",150
1033,Just Bake,Saravanampatti,https://www.swiggy.com/restaurants/just-bake-saravanampatti-coimbatore-408899,4.0,"Bakery, Desserts","Saravanampatti, Saravanampatti",300
1034,DUBAI CAFETERIAA,Saravanampatti,https://www.swiggy.com/restaurants/dubai-cafeteriaa-saravanampatti-coimbatore-399874,--,"Opens next at 11 am, tomorrowArabian, Fast Food","Saravanampatti, Saravanampatti",200
1035,Tandoori Joint,Saravanampatti,https://www.swiggy.com/restaurants/tandoori-joint-saravanampatti-coimbatore-352463,4.0,"Chinese, Tandoor","Saravanampatti, Saravanampatti",300
1036,Jayam Meen Varuval,Saravanampatti,https://www.swiggy.com/restaurants/jayam-meen-varuval-saravanampatti-coimbatore-357754,--,"Opens next at 4 pm, TuesdayStreet Food, Indian","Saravanampatti, Saravanampatti",100
1037,Subway,Saravanampatti,https://www.swiggy.com/restaurants/subway-saravanampatti-coimbatore-58144,4.5,"Fast Food, Healthy Food","Saravanampatti, Saravanampatti",350
1038,The ConerEatz,Saravanampatti,https://www.swiggy.com/restaurants/the-conereatz-saravanampatti-coimbatore-270070,--,"Opens next at 11 am, tomorrowNorth Indian, South Indian","Saravanampatti, Saravanampatti",200
1039,Thirupathi Restaurant,Saravanampatti,https://www.swiggy.com/restaurants/thirupathi-restaurant-saravanampatti-coimbatore-399081,--,"Opens next at 12 noon, tomorrowIndian","Saravanampatti, Saravanampatti",100
1040,Sandwich Square,Saravanampatti,https://www.swiggy.com/restaurants/sandwich-square-keeranatham-saravanampatti-coimbatore-59478,--,"Opens next at 8 am, tomorrowNorth Indian","Keeranatham, Saravanampatti",300
1041,Thoopu Kari Virunthu,Saravanampatti,https://www.swiggy.com/restaurants/thoopu-kari-virunthu-saravanampatti-vinayagapuram-coimbatore-352196,3.9,"Chinese, North Indian","Saravanampatti, Vinayagapuram",300
1042,Red Bowl,Saravanampatti,https://www.swiggy.com/restaurants/red-bowl-saravanampatti-coimbatore-442922,--,"Bakery, Snacks","Saravanampatti, Saravanampatti",150
1043,Hotel Aksaharaa,Saravanampatti,https://www.swiggy.com/restaurants/hotel-aksaharaa-saravanampatti-coimbatore-199452,3.2,"Combo, Biryani","Saravanampatti, Saravanampatti",150
1044,PFC DHABA,Saravanampatti,https://www.swiggy.com/restaurants/pfc-dhaba-saravanampatti-coimbatore-385528,--,"Opens next at 11:30 am, tomorrowNorth Indian","Saravanampatti, Saravanampatti",200
1045,Sree food villa,Saravanampatti,https://www.swiggy.com/restaurants/sree-food-villa-saravanampatti-coimbatore-417231,4.1,"North Indian, Indian","Saravanampatti, Saravanampatti",250
1046,RHR Hotels,Ramanathapuram,https://www.swiggy.com/restaurants/rhr-hotels-l-and-t-bypass-pattanam-pudur-coimbatore-71767,4.1,"Indian, South Indian","L&T Bypass, Pattanam Pudur",200
1047,The Cake Empire,Ramanathapuram,https://www.swiggy.com/restaurants/the-cake-empire-ramanathapuram-sreepathy-nagar-coimbatore-101672,--,"Desserts, Fast Food","Ramanathapuram, Sreepathy Nagar",100
1048,CANA RESTAURANT,Ramanathapuram,https://www.swiggy.com/restaurants/cana-restaurant-ramanathapuram-keelakarai-coimbatore-306617,--,"South Indian, Indian","Ramanathapuram, Keelakarai",200
1049,Nandhini Fast Food,Ramanathapuram,https://www.swiggy.com/restaurants/nandhini-fast-food-ramanathapuram-puliakulam-coimbatore-354532,--,"Opens next at 4 pm, TuesdayStreet Food, Indian","Ramanathapuram, Puliakulam",100
1050,Famous Jigarthanda,Ramanathapuram,https://www.swiggy.com/restaurants/famous-jigarthanda-ramanathapuram-puliakulam-coimbatore-78282,4.5,Beverages,"Ramanathapuram, Puliakulam",200
1051,VKS Restaurant,Ramanathapuram,https://www.swiggy.com/restaurants/vks-restaurant-ondipudur-ellammal-layout-coimbatore-123060,4.0,North Indian,"Ondipudur, Ellammal Layout",150
1052,Kanteen Savira,Ramanathapuram,https://www.swiggy.com/restaurants/kanteen-savira-ondipudur-ondi-pudur-coimbatore-70392,4.3,Indian,"Ondipudur, Ondi Pudur",200
1053,Gharwala Zaika,Ramanathapuram,https://www.swiggy.com/restaurants/gharwala-zaika-kannapiran-mill-road-krishna-colony-extension-coimbatore-78287,--,"Opens next at 10 am, tomorrowNorth Indian","Kannapiran Mill Road, Krishna Colony Extension",200
1054,Original nellai lala periya lala sweets,Ramanathapuram,https://www.swiggy.com/restaurants/original-nellai-lala-periya-lala-sweets-singanallur-puliakulam-coimbatore-165140,4.4,"Opens next at 9 am, tomorrowSweets","Singanallur, Puliakulam",100
1055,Kwality Walls Frozen Dessert and Ice Cream Shop,Ramanathapuram,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-ramanathapuram-coimbatore-333562,4.5,Ice Cream,"Ramanathapuram, Ramanathapuram",300
1056,Velan Kaappi,Ramanathapuram,https://www.swiggy.com/restaurants/velan-kaappi-trichy-road-palaniappa-nagar-coimbatore-51363,4.6,Beverages,"Trichy Road, Palaniappa Nagar",100
1057,Jonats pizza,Ramanathapuram,https://www.swiggy.com/restaurants/jonats-pizza-ramanathapuram-coimbatore-401688,3.0,"Pizzas, Pastas","Ramanathapuram, Ramanathapuram",350
1058,Ibaco,Ramanathapuram,https://www.swiggy.com/restaurants/ibaco-ramanathapuram-palaniappa-nagar-coimbatore-53542,4.5,Desserts,"Ramanathapuram, Palaniappa Nagar",250
1059,Yaras kitchen,Ramanathapuram,https://www.swiggy.com/restaurants/yaras-kitchen-ramanathapuram-coimbatore-420006,4.1,"Indian, Chinese","Ramanathapuram, Ramanathapuram",200
1060,Big Fat burger,Ramanathapuram,https://www.swiggy.com/restaurants/big-fat-burger-ramanathapuram-coimbatore-412994,4.3,"American, Fast Food","Ramanathapuram, Ramanathapuram",200
1061,Zox Shakes,Ramanathapuram,https://www.swiggy.com/restaurants/zox-shakes-nanjundapuram-road-keelakarai-coimbatore-89457,4.7,"Desserts, Beverages","Nanjundapuram Road, Keelakarai",300
1062,LABBAIKS,Ramanathapuram,https://www.swiggy.com/restaurants/labbaiks-ramanathapuram-coimbatore-50437,4.4,Fast Food,"Ramanathapuram, Ramanathapuram",300
1063,Kovai dakshin,Ramanathapuram,https://www.swiggy.com/restaurants/kovai-dakshin-peelamedu-ramanathapuram-coimbatore-403869,--,"Opens next at 10:30 am, MondayIndian, Chinese","Peelamedu, Ramanathapuram",100
1064,FB CAKES,Ramanathapuram,https://www.swiggy.com/restaurants/fb-cakes-ramanathapuram-coimbatore-422826,4.8,Bakery,"Ramanathapuram, Ramanathapuram",200
1065,Sri Krishna Sweets,Ramanathapuram,https://www.swiggy.com/restaurants/sri-krishna-sweets-u-k-k-building-trichy-road-ramanathapuram-puliakulam-coimbatore-66051,4.5,Sweets,"U.K.K.Building, Trichy Road, Ramanathapuram, Puliakulam",200
1066,The Cakepoint,Ramanathapuram,https://www.swiggy.com/restaurants/the-cakepoint-ramanathapuram-rukmani-nagar-coimbatore-63232,4.2,Desserts,"ramanathapuram, Rukmani Nagar",300
1067,Snosicle,Ramanathapuram,https://www.swiggy.com/restaurants/snosicle-ramanathapuram-coimbatore-390003,--,"Opens next at 10 am, tomorrowSweets","Ramanathapuram, Ramanathapuram",120
1068,HMR - Biriyani Hut,Ramanathapuram,https://www.swiggy.com/restaurants/hmr-biriyani-hut-ramanathapuram-bharathi-nagar-coimbatore-56380,3.9,"Biryani, Indian","Ramanathapuram, Bharathi Nagar",300
1069,KOLAPASI,Ramanathapuram,https://www.swiggy.com/restaurants/kolapasi-singanallur-agraharam-coimbatore-351798,4.0,"Biryani, North Indian","Singanallur, Agraharam",300
1070,Nidhi Manpanda Unavagam,Ramanathapuram,https://www.swiggy.com/restaurants/nidhi-manpanda-unavagam-rs-puram-singai-nagar-coimbatore-50161,--,Restaurant ClosedIndian,"RS Puram, Singai Nagar",300
1071,Cafe Quilon,Ramanathapuram,https://www.swiggy.com/restaurants/cafe-quilon-ramanathapuram-coimbatore-379393,3.8,"Kerala, North Indian","Ramanathapuram, Ramanathapuram",300
1072,Street Arabiya,Ramanathapuram,https://www.swiggy.com/restaurants/street-arabiya-podanur-kallimadai-coimbatore-78312,4.2,Arabian,"Podanur, Kallimadai",200
1073,Tiffin Box,Ramanathapuram,https://www.swiggy.com/restaurants/tiffin-box-vr-batminton-academy-keelakarai-coimbatore-78278,--,"Biryani, South Indian","VR Batminton Academy, Keelakarai",200
1074,Thirupathi Mess,Ramanathapuram,https://www.swiggy.com/restaurants/thirupathi-mess-thiruvalluvar-nagar-sowripalayam-pirivu-coimbatore-60005,4.4,"South Indian, Indian","Thiruvalluvar Nagar, Sowripalayam Pirivu",100
1075,Thinaiyamuthu Millet Restaurant,Ramanathapuram,https://www.swiggy.com/restaurants/thinaiyamuthu-millet-restaurant-nanjundapuram-rd-keelakarai-coimbatore-60004,3.6,"South Indian, Continental","Nanjundapuram Rd, Keelakarai",200
1076,MSR Biriyani,Ramanathapuram,https://www.swiggy.com/restaurants/msr-biriyani-ramanathapuram-coimbatore-324280,4.0,"Biryani, Chinese","Ramanathapuram, Ramanathapuram",250
1077,The Bread King Bakery & Patisserie,Ramanathapuram,https://www.swiggy.com/restaurants/the-bread-king-bakery-and-patisserie-ramanathapuram-parsn-sesh-nestle-campus-coimbatore-149613,--,"Chinese, Bakery","Ramanathapuram, Parsn Sesh Nestle Campus",150
1078,Nanjai Virundhu,Ramanathapuram,https://www.swiggy.com/restaurants/nanjai-virundhu-ramanathapuram-parsn-sesh-nestle-campus-coimbatore-50441,--,"Opens next at 12:30 pm, tomorrowSouth Indian","Ramanathapuram, Parsn Sesh Nestle Campus",600
1079,BS Cafe,Ramanathapuram,https://www.swiggy.com/restaurants/bs-cafe-ramanathapuram-coimbatore-426912,--,"Restaurant ClosedFast Food, Snacks","Ramanathapuram, Ramanathapuram",250
1080,Domino's Pizza,Ramanathapuram,https://www.swiggy.com/restaurants/dominos-pizza-trichy-road-palaniappa-nagar-coimbatore-50960,4.5,Pizzas,"Trichy Road, Palaniappa Nagar",400
1081,Sri Veg Restaurant,Ramanathapuram,https://www.swiggy.com/restaurants/sri-veg-restaurant-ramanathapuram-ondi-pudur-coimbatore-367337,4.3,South Indian,"Ramanathapuram, Ondi Pudur",200
1082,Fiery Momos,Ramanathapuram,https://www.swiggy.com/restaurants/fiery-momos-nanjundapuram-road-bharathi-nagar-coimbatore-342375,2.7,"Restaurant ClosedChinese, Fast Food","Nanjundapuram road, Bharathi Nagar",250
1083,Absolute Biryani,Ramanathapuram,https://www.swiggy.com/restaurants/absolute-biryani-ramanathapuram-coimbatore-422716,3.8,"Indian, Chinese","Ramanathapuram, Ramanathapuram",300
1084,Baker Boy,Ramanathapuram,https://www.swiggy.com/restaurants/baker-boy-singanallur-stop-coimbatore-74519,4.2,"Bakery, Desserts","Singanallur, Stop",200
1085,MUD IDLY,Ramanathapuram,https://www.swiggy.com/restaurants/mud-idly-ramanathapuram-coimbatore-406289,--,South Indian,"Ramanathapuram, Ramanathapuram",100
1086,Shree Aksshayam,Ramanathapuram,https://www.swiggy.com/restaurants/shree-aksshayam-mx-lodge-singanallur-reliance-garden-coimbatore-98627,4.1,South Indian,"MX Lodge, Singanallur, Reliance Garden",200
1087,SD Chicken Dinner House,Ramanathapuram,https://www.swiggy.com/restaurants/sd-chicken-dinner-house-singanallur-agraharam-coimbatore-208095,4.4,American,"Singanallur, Agraharam",200
1088,Sri Thirupathi Chettinadu Mess,Ramanathapuram,https://www.swiggy.com/restaurants/sri-thirupathi-chettinadu-mess-ramanathapuram-coimbatore-404300,4.1,"Chinese, South Indian","Ramanathapuram, Ramanathapuram",100
