Hotel_Id,Hotel,City,Link,Rating,Hotel_Type,Location,Cost_for_2
138,RHR,Hopes,https://www.swiggy.com/restaurants/rhr-singanallur-uppilipalayam-coimbatore-340493,3.8,"Biryani, South Indian","Singanallur, Uppilipalayam",300
139,Zen Treat,Hopes,https://www.swiggy.com/restaurants/zen-treat-hopes-coimbatore-430335,--,Indian,"Hopes, Hopes",300
140,Wat the Food,Hopes,https://www.swiggy.com/restaurants/wat-the-food-hopes-saravanampatti-coimbatore-346352,--,"Opens next at 6 pm, tomorrowArabian, Snacks","Hopes, Saravanampatti",200
141,Original nellai lala periya lala sweets,Hopes,https://www.swiggy.com/restaurants/original-nellai-lala-periya-lala-sweets-hopes-madhusudhan-layout-coimbatore-165139,4.3,Sweets,"Hopes, Madhusudhan Layout",100
142,Great Indian Khichdi,Hopes,https://www.swiggy.com/restaurants/great-indian-khichdi-peelamedu-coimbatore-440139,4.7,"Indian, Home Food","Peelamedu, Peelamedu",200
143,Street Flavours,Hopes,https://www.swiggy.com/restaurants/street-flavours-hopes-nehru-nagar-west-coimbatore-353565,--,"Opens next at 5 pm, tomorrowIndian, Fast Food","Hopes, Nehru Nagar West",300
144,CakeZone,Hopes,https://www.swiggy.com/restaurants/cakezone-hopes-coimbatore-425423,4.2,"Bakery, Desserts","Hopes, Hopes",400
145,FB Cakes,Hopes,https://www.swiggy.com/restaurants/fb-cakes-hopes-pkd-nagar-coimbatore-202886,4.1,"Bakery, Desserts","Hopes, Pkd Nagar",250
146,THE GREESH SHAKES N CREAM ,Hopes,https://www.swiggy.com/restaurants/the-greesh-shakes-n-cream-hopes-coimbatore-400759,--,"Opens next at 6:30 am, WednesdayBeverages, Ice Cream","Hopes, Hopes",150
147,PASIYARU TIFFEN STALL,Hopes,https://www.swiggy.com/restaurants/pasiyaru-tiffen-stall-hopes-alamelu-nagar-coimbatore-306581,4.2,South Indian,"Hopes, Alamelu Nagar",300
148,HMS NORTH INDIAN RESTAURANT,Hopes,https://www.swiggy.com/restaurants/hms-north-indian-restaurant-hopes-coimbatore-419425,4.1,"Indian, Chinese","Hopes, Hopes",200
149,ARS Restaurant,Hopes,https://www.swiggy.com/restaurants/ars-restaurant-hopes-karuparampalayam-pirvu-coimbatore-306583,--,"Opens next at 7 am, tomorrowSouth Indian, Chinese","Hopes, Karuparampalayam Pirvu",300
150,KFC,Hopes,https://www.swiggy.com/restaurants/kfc-fun-republic-mall-474-avinashi-road-periyar-nagar-coimbatore-50792,4.0,"American, Fast Food","Fun Republic Mall, 474, Avinashi Road, Periyar Nagar",500
151,Grace N Bakes,Hopes,https://www.swiggy.com/restaurants/grace-n-bakes-saravanampatti-nehru-nagar-west-coimbatore-159660,4.3,"Opens next at 9 am, tomorrowBakery, Fast Food","Saravanampatti, Nehru Nagar West",200
152,Inipps & kaarams,Hopes,https://www.swiggy.com/restaurants/inipps-and-kaarams-hopes-coimbatore-377266,4.0,"Sweets, Snacks","Hopes, Hopes",300
153,Cafe Totaram,Hopes,https://www.swiggy.com/restaurants/cafe-totaram-hopes-dr-jaganathan-nagar-coimbatore-321449,--,"North Indian, Continental","Hopes, Dr.Jaganathan Nagar",300
154,Hotel Surya,Hopes,https://www.swiggy.com/restaurants/hotel-surya-kamarajar-road-esi-hospital-opp-uthangal-coimbatore-340882,3.9,"South Indian, Chinese","Kamarajar Road,(ESI hospital OPP ), Uthangal",200
155,Karaikudi Chinese Restaurant,Hopes,https://www.swiggy.com/restaurants/karaikudi-chinese-restaurant-avinashi-road-sri-nagar-coimbatore-176667,4.2,"South Indian, Chinese","AVINASHI ROAD, Sri Nagar",250
156,SRI AMBAL CHETTINAD MESS,Hopes,https://www.swiggy.com/restaurants/sri-ambal-chettinad-mess-hopes-civil-aerodrome-post-coimbatore-265033,4.0,"South Indian, Biryani","Hopes, Civil Aerodrome Post",250
157,Sri Jothi Mess,Hopes,https://www.swiggy.com/restaurants/sri-jothi-mess-hopes-sitra-coimbatore-322898,--,"Opens next at 11 am, tomorrowSouth Indian","Hopes, Sitra",200
158,Kwality Walls Frozen Dessert and Ice Cream Shop,Hopes,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-varadharajapuram-medu-anna-nagar-coimbatore-376292,4.3,Ice Cream,"Varadharajapuram Medu, Anna Nagar",300
159,Krishna Canteen,Hopes,https://www.swiggy.com/restaurants/krishna-canteen-sitra-karuparampalayam-pirvu-coimbatore-176662,4.6,South Indian,"Sitra, Karuparampalayam Pirvu",150
160,Dosagram,Hopes,https://www.swiggy.com/restaurants/dosagram-masakalipalayam-argus-nagar-coimbatore-88196,3.5,"South Indian, Indian","Masakalipalayam, Argus Nagar",200
161,OYALO Pizza,Hopes,https://www.swiggy.com/restaurants/oyalo-pizza-hopes-sri-nagar-coimbatore-208083,3.8,Pizzas,"Hopes, Sri Nagar",150
162,Food Queen,Hopes,https://www.swiggy.com/restaurants/food-queen-hopes-coimbatore-433711,--,"Restaurant ClosedSouth Indian, Biryani","Hopes, Hopes",300
163,Pannaiyar Biriyani,Hopes,https://www.swiggy.com/restaurants/pannaiyar-biriyani-hops-college-valluvar-nagar-coimbatore-53949,3.8,"Biryani, South Indian","Hops College, Valluvar Nagar",300
164,Kites Shakes,Hopes,https://www.swiggy.com/restaurants/kites-shakes-b-r-puram-argus-nagar-coimbatore-67398,--,"Beverages, Desserts","B R Puram, Argus Nagar",200
165,Live cakes,Hopes,https://www.swiggy.com/restaurants/live-cakes-hopes-chitra-nagar-coimbatore-319662,4.2,"Bakery, Snacks","Hopes, Chitra Nagar",200
166,Abis modern kitchen,Hopes,https://www.swiggy.com/restaurants/abis-modern-kitchen-hopes-coimbatore-436789,--,"Opens next at 6:30 am, tomorrowSouth Indian, Beverages","Hopes, Hopes",150
167,Cream & Fudge,Hopes,https://www.swiggy.com/restaurants/cream-and-fudge-hopes-madhusudhan-layout-coimbatore-107544,3.7,"Ice Cream, Desserts","Hopes, Madhusudhan Layout",200
168,Pazhamudhir Nilayam,Hopes,https://www.swiggy.com/restaurants/pazhamudhir-nilayam-hopes-signal-peelamedu-coimbatore-139656,4.3,Beverages,"Hopes Signal, Peelamedu",150
169,Dindigul Thalappakatti,Hopes,https://www.swiggy.com/restaurants/dindigul-thalappakatti-singanallur-coimbatore-368155,3.8,"Biryani, Barbecue","Singanallur, Singanallur",500
170,Hotel Aparna,Hopes,https://www.swiggy.com/restaurants/hotel-aparna-hopes-coimbatore-435615,--,"Opens next at 7 am, tomorrowSouth Indian, Indian","Hopes, Hopes",200
171,Crazy Bytes,Hopes,https://www.swiggy.com/restaurants/crazy-bytes-society-layout-sri-sivasakthi-nagar-coimbatore-118813,--,Restaurant ClosedContinental,"Society Layout, Sri Sivasakthi Nagar",200
172,Kovai chilly chicken,Hopes,https://www.swiggy.com/restaurants/kovai-chilly-chicken-hopes-coimbatore-385151,3.1,"Opens next at 11:50 am, tomorrowSouth Indian, Chinese","Hopes, Hopes",300
173,My Nilaa Soru,Hopes,https://www.swiggy.com/restaurants/my-nilaa-soru-kalapatti-main-rd-nehru-nagar-west-coimbatore-67834,2.3,"South Indian, North Indian","Kalapatti Main Rd, Nehru Nagar West",200
174,KAVIN CHETTINADU MESS(TIME TO EAT),Hopes,https://www.swiggy.com/restaurants/kavin-chettinadu-mess-time-to-eat-hopes-coimbatore-401563,--,Restaurant ClosedSouth Indian,"Hopes, Hopes",200
175,Dosa Hub,Hopes,https://www.swiggy.com/restaurants/dosa-hub-near-fun-mall-periyar-nagar-coimbatore-71890,3.9,"South Indian, North Indian","Near Fun Mall, Periyar Nagar",150
176,Hotel Junior Kuppanna,Hopes,https://www.swiggy.com/restaurants/hotel-junior-kuppanna-hopes-nehru-nagar-west-coimbatore-316711,3.8,"South Indian, Indian","Hopes, Nehru Nagar West",200
177,BUHARI,Hopes,https://www.swiggy.com/restaurants/buhari-saravanampatti-akasthyar-nagar-coimbatore-316556,3.5,"Biryani, Arabian","Saravanampatti, Akasthyar Nagar",650
178,Dr.Bubbles,Hopes,https://www.swiggy.com/restaurants/dr-bubbles-hopes-nehru-nagar-west-coimbatore-237061,--,"Opens next at 10:30 am, tomorrowIndian, Fast Food","Hopes, Nehru Nagar West",300
179,CTK RESTAURANT AND BAKES,Hopes,https://www.swiggy.com/restaurants/ctk-restaurant-and-bakes-kalapatti-main-road-nehru-nagar-west-coimbatore-362446,4.0,"Chinese, Indian","Kalapatti Main Road, Nehru Nagar West",300
180,SM Tiffen Center,Hopes,https://www.swiggy.com/restaurants/sm-tiffen-center-hopes-coimbatore-426635,--,"Opens next at 10:54 am, TuesdayIndian, South Indian","Hopes, Hopes",250
181,Saiva Kitchens,Hopes,https://www.swiggy.com/restaurants/saiva-kitchens-hopes-coimbatore-377530,4.2,"Chinese, North Indian","Hopes, Hopes",300
182,ARABIAN HUNT,Hopes,https://www.swiggy.com/restaurants/arabian-hunt-hopes-sri-lakshmi-nagar-coimbatore-310209,--,"Opens next at 5:30 pm, tomorrowArabian, Indian","Hopes, Sri Lakshmi Nagar",200
183,Falooda Hut,Hopes,https://www.swiggy.com/restaurants/falooda-hut-hopes-cbe-coimbatore-139542,3.5,Desserts,"Hopes, Cbe",200
184,SS Chettinad Hotel,Hopes,https://www.swiggy.com/restaurants/ss-chettinad-hotel-hopes-nehru-nagar-west-coimbatore-136156,3.4,"South Indian, Chinese","Hopes, Nehru Nagar West",150
185,Y not Cafe,Hopes,https://www.swiggy.com/restaurants/y-not-cafe-hopes-coimbatore-416562,--,"Opens next at 1 pm, tomorrowFast Food, Beverages","Hopes, Hopes",200
186,Chinnaiah Chettinad Hotel,Hopes,https://www.swiggy.com/restaurants/chinnaiah-chettinad-hotel-hopes-coimbatore-395463,--,"South Indian, Chinese","Hopes, Hopes",200
187,Briyani Crushh,Hopes,https://www.swiggy.com/restaurants/briyani-crushh-vardarajapuram-tnhb-housing-unit-coimbatore-343100,3.3,"Biryani, Arabian","VARDARAJAPURAM, Tnhb Housing Unit",300
188,Little Arabia,Hopes,https://www.swiggy.com/restaurants/little-arabia-hopes-hope-college-coimbatore-245115,4.4,"Opens next at 5 pm, tomorrowArabian","Hopes, Hope College",150
189,Kannammal Unavagam,Hopes,https://www.swiggy.com/restaurants/kannammal-unavagam-hopes-lakshmipuram-coimbatore-374960,--,"Opens next at 7 am, tomorrowBiryani, South Indian","Hopes, Lakshmipuram",300
190,SIDE DISH FACTORY,Hopes,https://www.swiggy.com/restaurants/side-dish-factory-hopes-peelamedu-coimbatore-303209,3.9,"Biryani, Grill","Hopes, peelamedu",200
191,Karaikkudi Chettinadu,Hopes,https://www.swiggy.com/restaurants/karaikkudi-chettinadu-neelambur-chinniyampalayam-coimbatore-182130,4.1,"Indian, Fast Food","Neelambur, Chinniyampalayam",150
192,A Bee Briyani Centre,Hopes,https://www.swiggy.com/restaurants/a-bee-briyani-centre-hopes-coimbatore-417935,3.0,"Opens next at 12 noon, tomorrowBiryani","Hopes, Hopes",100
193,Kovai Grill,Hopes,https://www.swiggy.com/restaurants/kovai-grill-kamaraj-rd-valluvar-nagar-coimbatore-59267,4.2,North Indian,"Kamaraj Rd, Valluvar Nagar",250
194,Burger Bro,Hopes,https://www.swiggy.com/restaurants/burger-bro-hopes-chitra-nagar-coimbatore-294686,--,"Italian, Fast Food","Hopes, Chitra Nagar",300
195,New Udhayam Mess,Hopes,https://www.swiggy.com/restaurants/new-udhayam-mess-hopes-coimbatore-401156,--,"Opens next at 8 am, tomorrowIndian, Chinese","Hopes, Hopes",250
196,SRI RANGAM HOTEL AND CATERING SERVICE,Hopes,https://www.swiggy.com/restaurants/sri-rangam-hotel-and-catering-service-hopes-coimbatore-410909,3.6,"South Indian, Chinese","Hopes, Hopes",200
197,Biggies Burger,Hopes,https://www.swiggy.com/restaurants/biggies-burger-hopes-dr-jaganathan-nagar-coimbatore-319869,4.0,"Fast Food, Snacks","Hopes, Dr.Jaganathan Nagar",200
198,sri sai bhavan,Hopes,https://www.swiggy.com/restaurants/sri-sai-bhavan-cheran-ma-nagar-hopes-coimbatore-148899,--,"Opens next at 7 am, tomorrowSouth Indian, North Indian","cheran ma nagar, Hopes",200
199,The Red Box,Hopes,https://www.swiggy.com/restaurants/the-red-box-hopes-pkd-nagar-coimbatore-189293,3.9,Chinese,"Hopes, Pkd Nagar",400
200,MR IDLY,Hopes,https://www.swiggy.com/restaurants/mr-idly-hopes-balan-nagar-coimbatore-329686,3.9,Indian,"Hopes, Balan Nagar",100
201,SRI KAPPI,Hopes,https://www.swiggy.com/restaurants/sri-kappi-hopes-coimbatore-402996,4.1,South Indian,"Hopes, Hopes",150
202,U A E,Hopes,https://www.swiggy.com/restaurants/u-a-e-hopes-coimbatore-403205,4.2,"Indonesian, Arabian","Hopes, Hopes",350
203,Burmy Foods,Hopes,https://www.swiggy.com/restaurants/burmy-foods-fun-mall-coimbatore-coimbatore-52239,4.4,"Opens next at 4 pm, tomorrowBurmese","Fun Mall, Coimbatore",100
204,Sree Annapoorna Sweets & Savouries,Hopes,https://www.swiggy.com/restaurants/sree-annapoorna-sweets-and-savouries-peelamedu-madhusudhan-layout-coimbatore-57929,4.5,"Sweets, Desserts","Peelamedu, Madhusudhan Layout",200
205,Alam Grilled Wraps,Hopes,https://www.swiggy.com/restaurants/alam-grilled-wraps-peelamedu-b-r-puram-industrial-estate-coimbatore-60373,3.9,"Snacks, Fast Food","Peelamedu, B.R. Puram Industrial Estate",200
206,SALEM MESS,Hopes,https://www.swiggy.com/restaurants/salem-mess-hopes-sri-nagar-coimbatore-347534,--,"Opens next at 7:30 am, MondayBiryani, South Indian","Hopes, Sri Nagar",200
207,Kannan Fresh Juice And Snacks,Hopes,https://www.swiggy.com/restaurants/kannan-fresh-juice-and-snacks-hopes-lakshmipuram-coimbatore-365448,--,"Opens next at 6 am, TuesdayStreet Food, Snacks","Hopes, Lakshmipuram",100
208,WINNI CAKES & MORE,Hopes,https://www.swiggy.com/restaurants/winni-cakes-and-more-hopes-coimbatore-394386,--,"Bakery, Desserts","Hopes, Hopes",250
209,ENJOY CHAI,Hopes,https://www.swiggy.com/restaurants/enjoy-chai-hopes-valluvar-nagar-coimbatore-290778,--,"Opens next at 9 am, tomorrowSnacks, Beverages","Hopes, Valluvar Nagar",300
210,Big fat burger,Hopes,https://www.swiggy.com/restaurants/big-fat-burger-hopes-coimbatore-398108,3.6,"Opens next at 11 am, tomorrowFast Food, Beverages","Hopes, Hopes",200
211,Nalam Natural drinks,Hopes,https://www.swiggy.com/restaurants/nalam-natural-drinks-hopes-coimbatore-433852,--,"Beverages, Juices","Hopes, Hopes",200
212,JR Cakes & Bakes,Hopes,https://www.swiggy.com/restaurants/jr-cakes-and-bakes-avinashi-rd-sri-nagar-coimbatore-68668,4.1,"Bakery, Fast Food","Avinashi Rd, Sri Nagar",300
213,SRI ANNALAKSHMI MESS,Hopes,https://www.swiggy.com/restaurants/sri-annalakshmi-mess-hopes-coimbatore-400454,--,"Thalis, Biryani","Hopes, Hopes",250
214,Parithi Hotel,Hopes,https://www.swiggy.com/restaurants/parithi-hotel-hopes-coimbatore-449520,--,"Opens next at 8 am, tomorrowChinese, Indian","Hopes, Hopes",200
215,Bakingo,Hopes,https://www.swiggy.com/restaurants/bakingo-hopes-chitra-nagar-coimbatore-333124,4.2,"Bakery, Desserts","Hopes, Chitra Nagar",300
216,SELVAM CHETTINADU MESS,Hopes,https://www.swiggy.com/restaurants/selvam-chettinadu-mess-hopes-dj-nagar-coimbatore-298264,3.8,Chettinad,"Hopes, Dj Nagar",220
217,Lassi Factory,Hopes,https://www.swiggy.com/restaurants/lassi-factory-hopes-balan-nagar-coimbatore-53331,3.8,"Opens next at 11 am, tomorrowBeverages, Desserts","Hopes, Balan Nagar",200
218,Chettinadu Corner kadai,Hopes,https://www.swiggy.com/restaurants/chettinadu-corner-kadai-hopes-coimbatore-417278,--,"Beverages, Snacks","Hopes, Hopes",250
219,Zwarma,Hopes,https://www.swiggy.com/restaurants/zwarma-hopes-chitra-nagar-coimbatore-202683,4.3,"Arabian, Biryani","Hopes, Chitra Nagar",200
220,Polar Bear,Hopes,https://www.swiggy.com/restaurants/polar-bear-peelamedu-hopes-coimbatore-57772,--,"Opens next at 10 am, tomorrowIce Cream, Fast Food","Peelamedu, Hopes",300
221,DOODS BURGER,Hopes,https://www.swiggy.com/restaurants/doods-burger-hopes-sitra-coimbatore-256897,3.2,"Opens next at 12:15 pm, tomorrowAmerican, Pizzas","Hopes, Sitra",200
222,Chicken only Chicken (COC),Hopes,https://www.swiggy.com/restaurants/chicken-only-chicken-coc-hopes-coimbatore-421009,3.8,"Arabian, Barbecue","Hopes, Hopes",300
223,KOVAI DURBAR,Hopes,https://www.swiggy.com/restaurants/kovai-durbar-hopes-nehru-nagar-west-coimbatore-281553,4.2,North Indian,"Hopes, Nehru Nagar West",250
224,Cake Bee,Hopes,https://www.swiggy.com/restaurants/cake-bee-peelamedu-indira-nagar-coimbatore-53333,4.2,"Bakery, Snacks","Peelamedu, Indira Nagar",250
225,Sivakannan Restaurant,Hopes,https://www.swiggy.com/restaurants/sivakannan-restaurant-neelambur-chinniyampalayam-coimbatore-176555,4.0,"South Indian, Chinese","Neelambur, Chinniyampalayam",150
226,Vaskas Biriyani,Hopes,https://www.swiggy.com/restaurants/vaskas-biriyani-mkp-road-hopes-coimbatore-51711,--,Biryani,"MKP Road, Hopes",300
227,Hotel Kannappa,Hopes,https://www.swiggy.com/restaurants/hotel-kannappa-hopes-nehru-nagar-west-coimbatore-366028,4.2,"Biryani, Chettinad","Hopes, Nehru Nagar West",250
228,Food Mason,Hopes,https://www.swiggy.com/restaurants/food-mason-hopes-coimbatore-435086,--,"Indian, Seafood","Hopes, Hopes",200
229,Kongu Biriyani,Hopes,https://www.swiggy.com/restaurants/kongu-biriyani-hopes-coimbatore-398192,3.9,"Biryani, Chinese","Hopes, Hopes",300
230,Blackmode Cafe,Hopes,https://www.swiggy.com/restaurants/blackmode-cafe-neelambur-hopes-coimbatore-380679,--,"Opens next at 1 pm, MondayFast Food, Indian","Neelambur, Hopes",800
231,Alam BBQ & Kebabs,Hopes,https://www.swiggy.com/restaurants/alam-bbq-and-kebabs-hopes-b-r-puram-industrial-estate-coimbatore-96867,4.0,"Kebabs, Grill","Hopes, B.R. Puram Industrial Estate",200
232,Fox and crow,Hopes,https://www.swiggy.com/restaurants/fox-and-crow-hopes-sri-nagar-coimbatore-346158,2.8,"Opens next at 9:30 am, tomorrowIndian","Hopes, Sri Nagar",200
233,MEME'S CAFE,Hopes,https://www.swiggy.com/restaurants/memes-cafe-hopes-civil-aerodrome-post-coimbatore-374621,--,"Opens next at 10 am, tomorrowSouth Indian","Hopes, Civil Aerodrome Post",300
234,Saravanas Kitchen,Hopes,https://www.swiggy.com/restaurants/saravanas-kitchen-hopes-coimbatore-433764,--,"Opens next at 11:30 am, tomorrowBiryani, North Indian","Hopes, Hopes",280
235,Cake And Cafe,Hopes,https://www.swiggy.com/restaurants/cake-and-cafe-hopes-coimbatore-398552,--,"Bakery, Desserts","Hopes, Hopes",250
236,Santhi Social Service (A Unit of Bakes N Chocs),Hopes,https://www.swiggy.com/restaurants/santhi-social-service-a-unit-of-bakes-n-chocs-sitra-hopes-coimbatore-135762,--,"Opens next at 10 am, tomorrowDesserts, Beverages","Sitra, Hopes",150
237,Ambur Star Biriyani,Hopes,https://www.swiggy.com/restaurants/ambur-star-biriyani-hopes-madhusudhan-layout-coimbatore-64236,4.2,"Indian, Chinese","Hopes, Madhusudhan Layout",300
238,Friends Chettinad Mess,Hopes,https://www.swiggy.com/restaurants/friends-chettinad-mess-kamaraj-road-lakshmi-ammal-layout-coimbatore-135764,4.1,South Indian,"Kamaraj Road, Lakshmi Ammal Layout",150
239,City Restaurant,Hopes,https://www.swiggy.com/restaurants/city-restaurant-sitra-coimbatore-127104,3.9,Indian,"Sitra, Sitra",200
240,Cardiff Cafe,Hopes,https://www.swiggy.com/restaurants/cardiff-cafe-hopes-sri-sivasakthi-nagar-coimbatore-351341,3.6,"Desserts, Ice Cream","Hopes, Sri Sivasakthi Nagar",300
241,Just Biriyani,Hopes,https://www.swiggy.com/restaurants/just-biriyani-hopes-college-valluvar-nagar-coimbatore-57780,--,"Opens next at 11 am, tomorrowSnacks, South Indian","Hopes College, Valluvar Nagar",300
242,Fresh Fusion,Hopes,https://www.swiggy.com/restaurants/fresh-fusion-fun-republic-mall-avinashi-road-periyar-nagar-coimbatore-127103,--,Closes soonIndian,"Fun Republic Mall, Avinashi Road, Periyar Nagar",200
243,Cool Zone,Hopes,https://www.swiggy.com/restaurants/cool-zone-sitra-coimbatore-127101,--,"Juices, Snacks","Sitra, Sitra",200
244,Sharma Punjabi Restaurant,Hopes,https://www.swiggy.com/restaurants/sharma-punjabi-restaurant-hopes-b-r-puram-industrial-estate-coimbatore-61920,4.0,"North Indian, Chinese","Hopes, B.R. Puram Industrial Estate",200
245,Velu Nayaker Mess,Hopes,https://www.swiggy.com/restaurants/velu-nayaker-mess-peelamedu-chitra-nagar-coimbatore-53184,3.8,"South Indian, North Indian","Peelamedu, Chitra Nagar",150
246,Kriya Snacks,Hopes,https://www.swiggy.com/restaurants/kriya-snacks-hopes-coimbatore-226019,--,Snacks,"Hopes, Hopes",100
247,SHAHI GRILL,Hopes,https://www.swiggy.com/restaurants/shahi-grill-hopes-thirumurugan-nagar-coimbatore-351743,4.1,"Chettinad, Grill","Hopes, Thirumurugan Nagar",300
248,House of Pizzas,Hopes,https://www.swiggy.com/restaurants/house-of-pizzas-sitra-nehru-nagar-west-coimbatore-84889,4.2,Pizzas,"Sitra, Nehru Nagar West",300
249,Kites Cafe,Hopes,https://www.swiggy.com/restaurants/kites-cafe-br-puram-argus-nagar-coimbatore-52011,--,Italian,"BR Puram, Argus Nagar",400
